"name","pt1","pt2","pt3","pt4","pt5","x","y"
"point_0140","20190720T040549_20190720T041211_T47RLN","20190814T040551_20190814T041046_T47RLN","20200515T040539_20200515T041208_T47RLN","20200609T040551_20200609T041053_T47RKN","20200704T040549_20200704T041855_T47RLN",96.9976910049893,29.5635060980298
"point_0141","20181226T141039_20181226T142041_T19FDE","20190316T141049_20190316T142437_T19FDE","20190420T141051_20190420T142048_T19FDE","20191126T141051_20191126T142045_T19FDE","20200419T141039_20200419T142040_T19FDE",-69.499512,-50.151378
"point_0142","20190102T140049_20190102T141302_T19FEG","20190507T140101_20190507T140621_T19FEG","20190515T141059_20190515T142049_T19FEG","20191128T140049_20191128T141311_T19FEG","20200414T141051_20200414T142257_T19FEG",-67.82959,-48.197353
"point_0143","20190222T142031_20190222T142804_T19GDP","20190423T142041_20190423T142840_T19GDP","20190428T142049_20190428T143032_T19GDP","20191104T141739_20191104T142737_T19GDP","20200422T141729_20200422T142243_T19GDP",-69.477539,-41.969053
"point_0144","20181214T045209_20181214T045205_T46UEU","20190702T044709_20190702T044950_T46UEU","20190717T044711_20190717T044705_T46UEU","20190811T044709_20190811T045213_T46UEV","20191104T044941_20191104T044942_T46UEV",94.0319968031255,48.7008242900195
"point_0145","20190508T044701_20190508T045325_T46TFT","20190714T043711_20190714T044245_T46TFT","20190811T044709_20190811T045213_T46TFT","20190828T043709_20190828T044335_T46TFT","20200325T043659_20200325T044244_T46TFT",94.504395,47.330231
"point_0146","20190310T050649_20190310T050650_T45UYQ","20190715T045709_20190715T045705_T45UYQ","20190720T045701_20190720T045701_T45UYQ","20190822T050701_20190822T050655_T46UCV","20200604T045701_20200604T050011_T46UCV",90.74707,49.210031
"point_0148","20180115T094329_20180115T095028_T33RUQ","20180311T094031_20180311T094844_T33RUQ","20181012T094029_20181012T094403_T33RUQ","20181106T094201_20181106T094336_T33RUQ","20200404T094029_20200404T095153_T33RUQ",13.886719,30.819551
"point_0149","20181227T105441_20181227T105439_T30RVV","20190327T105031_20190327T110137_T30RVV","20190421T105039_20190421T105941_T30RVV","20200220T105051_20200220T105429_T30RVV","20200520T105031_20200520T105231_T30RVV",-3.779297,31.045809
"point_0150","20181227T100419_20181227T100616_T32PLC","20190413T095039_20190413T100337_T32PLC","20190511T100031_20190511T100931_T32PKC","20190531T100031_20190531T100847_T32PKC","20200716T095029_20200716T100507_T32PLC",7.18023854992214,16.1002980203323
"point_0151","20190119T135109_20190119T140237_T20HQD","20190409T135119_20190409T135934_T20HQD","20190822T135111_20190822T135223_T21HTU","20200319T135111_20200319T135108_T21HTU","20200612T135119_20200612T135925_T20HQD",-60.205078,-37.559928
"point_0152","20190326T141049_20190326T141445_T20HMF","20190902T141049_20190902T141147_T20HMF","20191231T141039_20191231T142033_T20HMF","20200320T141049_20200320T141518_T20HMF","20200519T141049_20200519T141502_T20HMF",-63.720703,-35.878642
"point_0153","20190405T141049_20190405T142048_T20JPM","20190709T141051_20190709T141051_T20JPM","20191201T141039_20191201T142051_T20JPM","20200411T140051_20200411T140833_T20JPM","20200628T141049_20200628T141048_T20JPM",-61.523438,-30.175398
"point_0154","20190326T141049_20190326T141445_T20HNJ","20191113T140051_20191113T140054_T20HNJ","20191231T141039_20191231T142033_T20HNJ","20200120T140639_20200120T141746_T20HNJ","20200201T135641_20200201T140849_T20HNJ",-62.006836,-32.870557
"point_0155","20190225T134209_20190225T134831_T21HUA","20190401T134211_20190401T134211_T21HUA","20191031T135121_20191031T135115_T21HUA","20200225T134211_20200225T134205_T21HUA","20200508T135121_20200508T135927_T21HUA",-58.40332,-35.949783
"point_0156","20190923T134209_20190923T134221_T21HXC","20200121T134209_20200121T134512_T21HXC","20200215T134201_20200215T134204_T21HXC","20200306T134211_20200306T134206_T21HXC","20200520T134209_20200520T135018_T21HXC",-55.678711,-33.568657
"point_0157","20190213T135111_20190213T135453_T21JWG","20190901T135111_20190901T135113_T21JWG","20200208T135101_20200208T135104_T21JWF","20200314T135109_20200314T135334_T21JVF","20200513T135109_20200513T135451_T21JVF",-56.9409781624798,-30.7764362826151
"point_0158","20190304T133219_20190304T133359_T22JBP","20190327T134209_20190327T134357_T22JBP","20190722T133239_20190722T133233_T22JBP","20191204T133221_20191204T133222_T22JBP","20200106T134211_20200106T134205_T22JBP",-53.701172,-28.683613
"point_0159","20190718T143751_20190718T144610_T19HBV","20191016T143731_20191016T144649_T18HYE","20200129T143659_20200129T144449_T18HYE","20200403T143721_20200403T144642_T19HBV","20200607T143729_20200607T144648_T19HBV",-72.026367,-36.622427
"point_0160","20190225T134209_20190225T134831_T21KYR","20190504T135121_20190504T135717_T21KYR","20191210T135111_20191210T135108_T21KYR","20200311T134209_20200311T134208_T21KYR","20200428T135121_20200428T135115_T21KYR",-54.492187,-22.340645
"point_0161","20190103T133219_20190103T133222_T22KEA","20190717T133231_20190717T133229_T22KEA","20190722T133239_20190722T133233_T22KEA","20200328T133219_20200328T133222_T22KEA","20200427T133219_20200427T133219_T22KEA",-50.6239641208651,-21.8153772796308
"point_0162","20190202T133229_20190202T133224_T22KEF","20190602T133229_20190602T133232_T22KEF","20200217T133219_20200217T133220_T22KEF","20200303T133221_20200303T133220_T22KEF","20200701T133231_20200701T133450_T22KEF",-50.361328,-17.511437
"point_0163","20190125T132231_20190125T132230_T22KGC","20190604T132241_20190604T132235_T22KGC","20191101T132241_20191101T132236_T22KGC","20191231T132231_20191231T132228_T22KGC","20200130T132231_20200130T132225_T22KGC",-48.164063,-20.418569
"point_0164","20190123T150719_20190123T150955_T18LWL","20190702T150729_20190702T150729_T18LWL","20190831T150729_20190831T151107_T18LWL","20191030T150719_20191030T150721_T18LWL","20191119T150719_20191119T150823_T18LWL",-74.707031,-13.017901
"point_0165","20190224T145721_20190224T150622_T19LBD","20190331T145729_20190331T150118_T19LBD","20190917T145729_20190917T150535_T19LBD","20191022T145731_20191022T150543_T19LBD","20191221T145721_20191221T145719_T19LBD",-71.05957,-14.680921
"point_0166","20190817T152649_20190817T152645_T18LTQ","20190822T152641_20190822T153448_T18LTQ","20190926T152639_20190926T152957_T18LTQ","20200304T152639_20200304T153356_T18LTQ","20200413T152639_20200413T153033_T18LTQ",-76.860352,-9.829554
"point_0167","20181223T153619_20181223T153614_T17MPT","20190216T153621_20190216T153615_T17MPT","20190820T153629_20190820T154239_T17MPT","20191218T153619_20191218T153750_T17MPT","20200112T153611_20200112T153613_T17MPT",-79.694824,-1.950747
"point_0168","20190216T153621_20190216T153615_T17MQU","20190716T153621_20190716T153624_T17MQU","20200107T153619_20200107T154047_T17MQU","20200206T153619_20200206T153613_T17MQU","20200211T153611_20200211T153626_T17MQU",-78.75,-1.180156
"point_0169","20190928T151711_20190928T151940_T18NZL","20200510T151659_20200510T151702_T18NZL","20200609T151709_20200609T151945_T18NZL","20200714T151711_20200714T151708_T18NZL","20200724T151711_20200724T151814_T18NZL",-71.806641,4.569763
"point_0170","20181219T150711_20181219T150711_T19NEG","20190118T150721_20190118T150716_T19NEG","20191114T150721_20191114T150722_T19NEG","20191229T150719_20191229T150928_T19NEG","20200318T150719_20200318T150718_T19NEG",-68.510742,6.034749
"point_0171","20190222T150719_20190222T150824_T19NCJ","20191030T150719_20191030T150721_T19NCJ","20191104T150721_20191104T150723_T19NCJ","20191124T150721_20191124T150720_T19NCJ","20191229T150719_20191229T150928_T19NCJ",-70.048828,7.735216
"point_0172","20181224T150719_20181224T151034_T19NCH","20190222T150719_20190222T150824_T19NCG","20191020T150719_20191020T150721_T19NCH","20191104T150721_20191104T150723_T19NCG","20200323T150721_20200323T150716_T19NCH",-70.158691,6.296745
"point_0173","20190326T145731_20190326T145725_T19PHK","20191221T145721_20191221T145719_T19PHK","20191231T145721_20191231T145720_T19PHK","20200214T145719_20200214T145721_T19PHK","20200320T145721_20200320T145722_T19PHK",-66.027832,8.191928
"point_0174","20181222T142749_20181222T142748_T20NQK","20190116T142751_20190116T142749_T20NQK","20191018T142759_20191018T142754_T20NQK","20200225T142729_20200225T142727_T20NQK","20200326T142729_20200326T142728_T20NQJ",-60.6461043236379,3.57897324466344
"point_0175","20190708T152649_20190708T152648_T17MQN","20191208T153619_20191208T154047_T17MQN","20200309T152641_20200309T152635_T17MQN","20200523T152639_20200523T153442_T17MQN","20200617T152651_20200617T152645_T17MQN",-78.442383,-6.770082
"point_0177","20190121T164611_20190121T165611_T14QRF","20190220T164321_20190220T165028_T14QRE","20190620T163901_20190620T164947_T14QRE","20200316T164021_20200316T165301_T15QTV","20200714T163901_20200714T165359_T15QTA",-95.2996538460104,18.0170962829338
"point_0178","20181218T170711_20181218T171140_T14QNK","20190601T165859_20190601T171124_T14QNK","20190616T165901_20190616T171622_T14QNK","20191014T170251_20191014T171535_T14QNK","20191213T170711_20191213T171111_T14QNK",-98.305664,22.069909
"point_0179","20181216T171719_20181216T172631_T13QGC","20190415T170859_20190415T172011_T13QGC","20190828T170851_20190828T172350_T13QGC","20200424T170851_20200424T172641_T13QGC","20200726T171901_20200726T173631_T13QGC",-102.65625,20.514933
"point_0180","20190129T174601_20190129T174743_T12RYP","20190310T174141_20190310T175052_T12RYP","20190509T173911_20190509T175022_T12RYP","20190817T173911_20190817T175625_T12RYP","20200523T173911_20200523T175255_T12RYP",-108.369141,25.486562
"point_0181","20190616T165901_20190616T171622_T14RNP","20190721T165859_20190721T171631_T14RNP","20191024T170401_20191024T170619_T14RNP","20200620T165901_20200620T170911_T14RNP","20200715T165849_20200715T171429_T14RNP",-98.157143771491,25.7324872188256
"point_0182","20190601T165859_20190601T171124_T14RQT","20190914T165921_20190914T170704_T14RQT","20200112T170651_20200112T170647_T14RQT","20200710T165901_20200710T170849_T14RQT","20200730T165901_20200730T170629_T14RQT",-96.152344,29.156096
"point_0183","20190121T173639_20190121T173645_T13SGT","20190824T172901_20190824T173902_T13SGT","20191212T173721_20191212T174209_T13SGT","20200709T172901_20200709T173844_T13SGT","20200724T172859_20200724T174149_T13SGT",-102.7857539517,33.8695888124492
"point_0184","20190319T172019_20190319T172713_T14SMH","20190602T171901_20190602T172737_T14SMH","20190705T172901_20190705T173512_T14SMH","20190915T171929_20190915T173255_T14SMH","20191020T172341_20191020T173303_T14SMH",-99.931641,38.420446
"point_0185","20190525T170859_20190525T171218_T14TQN","20190622T171901_20190622T172750_T14TQN","20190724T170859_20190724T171214_T14TQN","20190910T171901_20190910T172721_T14TQN","20190917T170941_20190917T172023_T14TQN",-95.7080827568893,43.128089417322
"point_0186","20190703T173909_20190703T174451_T13TGE","20190812T173909_20190812T174600_T14TKK","20200420T172901_20200420T173543_T14TKK","20200428T173859_20200428T174651_T13TGE","20200525T172859_20200525T173550_T14TKK",-102.128906,39.851161
"point_0187","20190723T173909_20190723T174342_T13TGL","20190807T173911_20190807T174841_T13TGL","20190906T173901_20190906T174836_T13TGL","20190921T174019_20190921T174817_T13TGL","20200518T173909_20200518T174525_T13TGL",-101.865234,45.283944
"point_0188","20190630T172909_20190630T173414_T14TNS","20190730T172909_20190730T173355_T14TNS","20190829T172859_20190829T173358_T14TNS","20191102T173501_20191102T173602_T14TNS","20200719T172901_20200719T173845_T14TNS",-98.4375,46.747851
"point_0189","20190604T175911_20190604T180717_T13UEP","20190815T174919_20190815T175713_T13UEP","20200511T174909_20200511T175546_T13UEP","20200603T175909_20200603T180042_T13UEP","20200703T175919_20200703T180402_T13UEP",-104.589844,48.173054
"point_0190","20190628T182929_20190628T183312_T12UVB","20190817T182929_20190817T183126_T12UVB","20200413T182919_20200413T183311_T12UVB","20200627T182921_20200627T183049_T12UVB","20200717T182921_20200717T183924_T12UVB",-111.796875,50.797248
"point_0191","20190518T180921_20190518T181557_T12UYA","20190717T180921_20190717T181847_T13UCR","20200527T180919_20200527T180944_T13UCR","20200621T180921_20200621T181736_T12UYA","20200726T180919_20200726T181904_T13UCR",-107.315266034275,50.4635594962918
"point_0192","20190410T184921_20190410T185357_T11TLM","20190430T184921_20190430T185638_T11TLM","20191007T185251_20191007T185556_T11TLM","20200419T184909_20200419T185248_T11TLM","20200603T184921_20200603T185923_T11TLM",-118.532181178315,46.7568924250979
"point_0193","20190724T221539_20190724T221539_T04WEB","20190811T222541_20190811T222536_T04WEB","20200617T224539_20200617T224533_T04WEB","20200618T221539_20200618T221533_T04WEB","20200706T222541_20200706T222537_T04WEB",-157.675781,68.790171
"point_0195","20190526T195909_20190526T200436_T11WMR","20190704T193911_20190704T194359_T10WFB","20190806T194911_20190806T195339_T11WMR","20200402T194941_20200402T195330_T10WFB","20200414T193859_20200414T193858_T10WFA",-118.316427268765,68.3850041101325
"point_0196","20190818T184921_20190818T185159_T13WDN","20190911T182921_20190911T183249_T13WDN","20190914T184001_20190914T184553_T13WDN","20200710T183921_20200710T183922_T13WDN","20200722T182919_20200722T182919_T13WDN",-105.292969,65.044412
"point_0197","20190609T175919_20190609T180009_T14VPM","20190621T174911_20190621T175233_T14VPM","20190714T175921_20190714T180011_T14VPM","20200712T173911_20200712T174044_T14VPM","20200720T174909_20200720T174909_T14VPM",-96.767578,59.81183
"point_0198","20190601T160901_20190601T161045_T18VWK","20190825T160829_20190825T161123_T18VWK","20190917T161909_20190917T162652_T18VWK","20191012T162221_20191012T162220_T18VWK","20200713T161829_20200713T161830_T18VWK",-73.9352610878664,58.4881800735504
"point_0200","20190429T182929_20190429T183604_T12UVU","20190605T181929_20190605T182500_T12UVU","20200420T181909_20200420T183039_T12UVU","20200619T181919_20200619T181958_T12UVU","20200709T181919_20200709T182634_T12UVU",-111.621094,48.233214
"point_0201","20190902T161901_20190902T162451_T16TGL","20190922T162001_20190922T162717_T16TGL","20191101T162431_20191101T162426_T17TKF","20200320T161951_20200320T162706_T16TGL","20200402T162851_20200402T164102_T17TKF",-83.847656,40.983432
"point_0202","20190527T160839_20190527T161127_T17TNJ","20190706T160839_20190706T161128_T17TNJ","20191123T161559_20191123T161601_T17TNJ","20200404T161829_20200404T162814_T17TNJ","20200708T161911_20200708T162520_T17TNJ",-80.8366045145018,43.8377998043313
"point_0203","20190529T164849_20190529T165212_T16TBM","20190728T164849_20190728T165135_T16TBM","20190926T165039_20190926T165151_T15TYG","20200627T164901_20200627T170048_T15TYG","20200722T164849_20200722T165751_T16TBM",-89.736328,41.613701
"point_0204","20190803T170859_20190803T171253_T14TQK","20190823T170859_20190823T171707_T15TTE","20191017T171321_20191017T171528_T15TTE","20200509T170849_20200509T171606_T15TTE","20200524T170901_20200524T171432_T15TTE",-95.4180893008221,40.0184406485901
"point_0210","20190710T063631_20190710T063631_T43WFT","20190719T070631_20190719T070626_T43WFT","20190731T065629_20190731T065739_T43WFT","20190804T063639_20190804T063633_T43WFT","20200729T063629_20200729T063628_T43WFT",78.222656,69.788406
"point_0212","20190523T053651_20190523T053645_T48XVG","20190812T055639_20190812T055642_T48XVG","20190824T054641_20190824T054640_T48XVG","20190917T052651_20190917T052645_T48XVG","20190920T053641_20190920T053750_T48XVG",103.710938,73.583931
"point_0214","20190801T062639_20190801T062658_T44WPD","20190809T063631_20190809T063630_T45WVU","20200527T062629_20200527T062629_T44WPD","20200601T062631_20200601T062634_T45WVU","20200613T061629_20200613T061914_T45WVU",86.484375,70.3867
"point_0215","20190616T042709_20190616T042711_T51WVV","20190710T040549_20190710T040628_T51WVV","20190830T042701_20190830T042704_T51WVV","20190911T041549_20190911T041550_T51WVV","20200707T041549_20200707T041551_T50WPE",120.410156,71.863615
"point_0217","20190610T045701_20190610T045724_T49WDU","20190614T043701_20190614T043704_T49WDU","20190801T044709_20190801T044707_T48WXD","20190813T043701_20190813T043704_T48WXD","20190824T045659_20190824T045701_T49WDU",109.291992,70.439478
"point_0219","20190613T032541_20190613T032540_T52WEB","20190726T033541_20190726T033540_T52WEB","20190801T030549_20190801T030550_T52WEB","20200701T030551_20200701T030547_T52WEB","20200725T033539_20200725T033537_T52WEB",129.816794743391,69.2570431122706
"point_0220","20190618T014659_20190618T014659_T55WFT","20190624T020659_20190624T020701_T55WFT","20190718T014659_20190718T014700_T56WMC","20190810T015659_20190810T015659_T55WFT","20190822T014651_20190822T014654_T55WFT",151.932655781184,69.8763721190679
"point_0221","20190820T001619_20190820T001615_T59WMP","20190826T003609_20190826T003610_T59WMP","20190902T002609_20190902T002610_T59WMP","20190919T001609_20190919T001608_T59WMP","20200721T003609_20200721T003607_T59WMP",169.980469,66.308494
